Country,CountryCode,1995,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Africa Eastern and Southern,AFE,7.063795896,6.939536426,6.850375724,6.803536617,6.741240926,6.535173175,6.373502565,6.347598161,6.283420894,6.23256053,6.295587011,6.93364463,6.715358057,6.599355673,6.512784103,6.555645284,6.707141602,6.855589424,6.940365035,6.913046436,7.121663747,7.631303418,7.920218731
Afghanistan,AFG,8.260000229,8.053999901,8.039999962,8.18599987,8.121999741,8.05300045,8.112999916,8.053999901,8.107999802,8.022000313,8.081999779,8.06799984,7.947000027,8.019000053,7.948999882,7.909999847,8.98900032,10.08600044,11.18000031,11.10999966,11.08500004,11.71000004,11.879641008524676
Africa Western and Central,AFW,4.348996317,4.666422637,4.581780566,4.448732994,4.405969047,4.352562042,4.321496237,4.20305838,4.14827042,4.16744298,4.215072682,4.235777457,4.188827673,4.167556146,3.804447502,3.985877983,4.241135976,4.112957918,4.140483804,4.201598559,4.261414006,4.914143362,4.873635101
Angola,AGO,4.303999901,4.163000107,4.118999958,4.043000221,4.043000221,3.971999884,3.914999962,3.881999969,3.826999903,3.790999889,3.779999971,9.430000305,7.360000134,8.06400013,8.833999634,9.579999924,9.583999634,9.586000443,9.534999847,9.522000313,9.480999947,10.35000038,10.38399982
Albania,ALB,14.61100006,19.02799988,18.57500076,17.89500046,16.98900032,16.30999947,15.97000027,15.63000011,15.97000027,13.06000042,13.67000008,14.09000015,13.47999954,13.38000011,15.86999989,18.04999924,17.19000053,15.42000008,13.61999989,12.30000019,11.47000027,13.06700039,12.68299961
Arab World,ARB,13.21699949,12.44784571,12.32400008,12.33008487,12.254294,11.27934116,11.12125816,10.4111855,10.00305131,9.698518737,9.31289675,9.386506842,10.47496764,10.67354504,10.73433927,10.85621373,10.96821914,10.76335863,10.91992055,10.58333988,10.16515827,11.34837049,11.02369344
United Arab Emirates,ARE,1.799999952,2.25,2.500999928,2.654000044,2.750999928,2.904000044,3.119999886,2.926000118,2.859999895,2.720999956,2.667999983,2.463999987,2.28399992,2.171000004,2.032000065,1.90199995,1.763000011,1.639999986,2.460000038,2.24000001,2.329999924,4.289999962,3.109999895
Argentina,ARG,18.79999924,15.0,17.31999969,19.59000015,15.35999966,13.52000046,11.51000023,10.07999992,8.470000267,7.840000153,8.649999619,7.710000038,7.179999828,7.21999979,7.099999905,7.269999981,7.524000168,8.109000206,8.350000381,9.220000267,9.840000153,11.46000004,8.739999771
Armenia,ARM,6.699999809,11.05500031,10.93299961,10.81000042,10.625,10.34700012,10.21800041,10.0010004,9.81000042,9.996999741,9.894000053,10.54199982,10.91699982,11.29800034,11.53100014,11.86200047,12.17700005,12.42599964,12.94400024,13.21000004,12.19999981,12.18000031,12.72900009
Australia,AUS,8.470000267,6.28000021,6.739999771,6.369999886,5.929999828,5.389999866,5.03000021,4.78000021,4.380000114,4.230000019,5.559999943,5.210000038,5.079999924,5.21999979,5.659999847,6.079999924,6.050000191,5.710000038,5.590000153,5.300000191,5.159999847,6.460000038,5.119999886
Austria,AUT,4.340000153,4.690000057,4.010000229,4.849999905,4.78000021,5.829999924,5.630000114,5.239999771,4.860000134,4.130000114,5.300000191,4.820000172,4.559999943,4.869999886,5.340000153,5.619999886,5.71999979,6.010000229,5.5,4.849999905,4.489999771,5.360000134,6.179999828
Azerbaijan,AZE,7.199999809,11.77999973,10.90999985,10.03999996,9.170000076,7.989999771,7.260000229,6.619999886,6.329999924,5.860000134,5.739999771,5.630000114,5.420000076,5.190000057,4.96999979,4.909999847,4.960000038,5.0,4.960000038,4.940000057,4.849999905,7.159999847,5.949999809
Burundi,BDI,2.89199996,2.997999907,3.003000021,3.013999939,3.125999928,3.094000101,3.188999891,3.180000067,2.423000097,1.629999995,1.625,1.605999947,1.601999998,1.588999987,1.575999975,1.570000052,1.476999998,1.315000057,1.166000009,1.01699996,0.870999992,1.029999971,1.131999969
Belgium,BEL,9.340000153,6.590000153,6.179999828,6.909999847,7.679999828,7.360000134,8.43999958,8.25,7.460000038,6.980000019,7.909999847,8.289999962,7.139999866,7.539999962,8.430000305,8.520000458,8.479999542,7.829999924,7.090000153,5.949999809,5.360000134,5.550000191,6.260000229
Benin,BEN,1.236999989,0.842999995,0.765999973,0.689999998,0.737999976,0.773000002,0.832000017,0.859000027,0.885999978,0.935000002,0.995999992,1.039999962,2.650000095,2.453999996,2.253999949,2.111000061,2.023000002,1.835999966,1.643000007,1.470000029,1.465999961,1.671000004,1.751999974
Burkina Faso,BFA,2.513999939,2.63499999,2.654000044,2.749000072,2.779999971,3.441999912,4.0,3.657999992,3.299999952,3.405999899,3.573999882,3.625999928,3.779999971,3.911999941,4.052000046,4.205999851,4.343999863,4.440000057,4.565999985,4.690000057,4.69299984,5.054999828,5.231999874
Italy,ITA,11.65999985,10.82999992,9.600000381,9.210000038,8.869999886,7.869999886,7.730000019,6.78000021,6.079999924,6.71999979,7.75,8.359999657,8.359999657,10.64999962,12.14999962,12.68000031,11.89999962,11.68999958,11.21000004,10.60999966,9.949999809,9.159999847,9.5
Bangladesh,BGD,2.463999987,3.269999981,3.618000031,3.934000015,4.320000172,4.271999836,4.25,3.589999914,4.092000008,4.547999859,5.0,3.380000114,3.75,4.098999977,4.429999828,4.393000126,4.370999813,4.349999905,4.369999886,4.380000114,4.381999969,5.209000111,5.097000122
Bulgaria,BGR,11.10000038,16.21999931,19.92000008,18.11000061,13.72999954,12.03999996,10.07999992,8.949999809,6.880000114,5.610000134,6.820000172,10.27999973,11.26000023,12.27000046,12.93999958,11.42000008,9.140000343,7.570000172,6.159999847,5.210000038,4.230000019,5.119999886,5.269999981
Bahrain,BHR,1.128000021,1.116999984,1.144000053,1.136000037,1.110000014,1.103000045,1.103999972,1.106999993,1.090999961,1.110000014,1.144000053,1.129999995,1.184999943,1.200000048,1.177999973,1.184000015,1.197000027,1.180999994,1.16900003,1.184999943,1.180999994,1.674000025,1.531999946
"Bahamas, The",BHS,10.82999992,7.196000099,6.869999886,9.050000191,10.84000015,10.19999981,10.19999981,7.539999962,7.880000114,8.180000305,14.25,14.3210001,14.52000046,14.02000046,16.18000031,13.80000019,12.0,12.69999981,9.800000191,10.0,10.05099964,12.86699963,11.66499996
Bosnia and Herzegovina,BIH,21.84199905,26.18899918,26.53700066,27.55400085,28.37100029,29.39299965,30.13599968,31.11000061,28.97999954,23.40999985,24.06999969,27.30999947,27.57999992,28.01000023,27.48999977,27.52000046,27.69000053,25.40999985,20.53000069,18.39999962,15.68999958,15.26500034,14.89999962
Belarus,BLR,17.70000076,12.25399971,11.5369997,10.88500023,10.29899979,9.795999527,9.038999557,8.380999565,7.65899992,7.02699995,6.099999905,6.256999969,6.169000149,6.051000118,6.006999969,5.995999813,5.837999821,5.840000153,5.650000095,4.760000229,4.159999847,4.050000191,3.900000095
Belize,BLZ,12.47999954,10.86900043,9.069999695,10.03999996,10.25699997,10.59399986,10.90999985,9.390000343,8.510000229,8.180000305,8.244000435,8.244000435,8.284000397,8.307999611,8.350000381,8.239999771,7.579999924,7.0,6.599999905,7.81400013,9.050000191,10.78800011,10.28999996
Bolivia,BOL,2.752000093,2.372999907,2.479000092,2.49000001,2.532999992,2.503000021,2.542999983,2.575000048,2.642999887,2.599999905,2.970000029,2.614000082,2.25,2.069999933,2.440000057,2.019999981,3.109999895,3.5,3.650000095,3.519999981,3.680000067,7.900000095,5.090000153
Brazil,BRA,7.090000153,10.52999973,10.64999962,10.64000034,11.17000008,10.06999969,10.55000019,9.68999958,9.279999733,8.270000458,9.420000076,8.034000397,7.579999924,7.25,7.070000172,6.760000229,8.56000042,11.73999977,12.93000031,12.46000004,12.05000019,13.93000031,13.34000015
Barbados,BRB,19.65999985,9.350000381,9.850000381,10.31999969,11.0,9.569999695,9.079999924,8.729999542,7.409999847,8.119999886,10.02000046,10.68999958,11.18999958,11.59000015,11.55000019,12.17000008,9.800000191,8.25,8.619999886,8.319999695,8.409999847,10.10499954,9.581999779
Brunei Darussalam,BRN,5.125,5.597000122,5.693999767,5.809999943,5.890999794,5.946000099,6.039999962,6.210000038,6.230000019,6.288000107,6.388000011,6.56799984,6.690000057,6.731999874,6.769999981,6.860000134,7.69299984,8.43200016,9.319999695,8.699999809,6.920000076,7.409999847,7.446000099
Bhutan,BTN,1.453999996,1.625,1.899999976,1.866999984,1.799999952,2.49000001,3.099999905,3.130000114,3.700000048,3.746000051,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,2.773999929,3.055999994,3.349999905,2.720000029,5.03000021,3.907999992
Botswana,BWA,21.35000038,15.88000011,18.54000092,21.10499954,23.79999924,21.85199928,19.82900047,17.78000069,17.17200089,16.59000015,16.17000008,17.86000061,18.15200043,18.41600037,18.53800011,18.8939991,19.29899979,19.31500053,19.60300064,19.83799934,20.09000015,21.02000046,21.15500069
Central African Republic,CAF,5.441999912,5.296999931,5.333000183,5.367000103,5.387000084,5.340000153,5.333000183,5.291999817,5.257999897,5.205999851,5.271999836,5.518000126,5.456999779,5.440000057,5.452000141,5.577000141,5.736999989,5.745999813,5.762000084,5.699999809,5.755000114,6.380000114,6.458000183
Canada,CAN,9.489999771,6.829999924,7.21999979,7.659999847,7.570000172,7.190000057,6.760000229,6.320000172,6.039999962,6.139999866,8.340000153,8.06000042,7.510000229,7.289999962,7.070000172,6.909999847,6.909999847,7.0,6.340000153,5.829999924,5.659999847,9.460000038,7.460000038
Central Europe and the Baltics,CEB,10.84923802,12.44151271,13.22563694,13.73507864,12.95365057,12.93282364,12.05850844,10.10273847,7.808382231,6.607053595,8.489097313,9.901312346,9.788592504,9.978571468,10.04961812,8.953335233,7.820802137,6.490935972,5.297816559,4.316469149,3.780900528,4.370732507,4.484671245
Switzerland,CHE,3.089999914,2.660000086,2.49000001,2.920000076,4.119999886,4.320000172,4.440000057,3.99000001,3.640000105,3.349999905,4.110000134,4.809999943,4.409999847,4.489999771,4.75,4.829999924,4.800000191,4.920000076,4.800000191,4.710000038,4.389999866,4.820000172,5.099999905
Channel Islands,CHI,7.573999882,5.895999908,5.545000076,5.829999924,6.177999973,6.375,6.30700016,5.999000072,5.677000046,5.75,7.177000046,7.551000118,7.789000034,8.618000031,9.211999893,8.99600029,8.595999718,8.118000031,7.505000114,6.93200016,6.77699995,7.81099987,7.552999973
Chile,CHL,4.699999809,10.48999977,10.39000034,10.17000008,9.770000458,10.15999985,9.340000153,9.020000458,8.430000305,9.289999962,11.31000042,8.409999847,7.320000172,6.639999866,6.199999809,6.650000095,6.489999771,6.730000019,6.949999809,7.210000038,7.269999981,11.14000034,9.350000381
China,CHN,3.0,3.25999999,3.799999952,4.239999771,4.579999924,4.489999771,4.519999981,4.429999828,4.349999905,4.590000153,4.71999979,4.53000021,4.550000191,4.579999924,4.599999905,4.630000114,4.650000095,4.559999943,4.46999979,4.309999943,4.559999943,5.0,4.550000191
Cote d'Ivoire,CIV,4.099999905,4.602000237,4.854000092,5.092000008,5.348999977,5.47300005,5.730000019,5.93200016,6.184999943,6.355999947,6.602000237,6.776000023,7.215000153,7.21999979,4.25,3.474999905,2.697000027,1.899999976,3.269999981,2.835000038,2.400000095,2.660000086,2.816999912
Cameroon,CMR,7.967999935,7.59100008,7.460000038,6.68900013,5.902999878,5.111000061,4.400000095,3.723999977,3.059999943,3.417999983,3.766000032,4.110000134,3.967000008,3.816999912,3.674999952,3.529999971,3.546000004,3.572000027,3.59800005,3.608999968,3.628999949,3.947000027,4.122000217
"Congo, Dem. Rep.",COD,2.961999893,2.960999966,2.927999973,2.894999981,2.872999907,2.857000113,2.849999905,3.086999893,3.315999985,3.551000118,3.806999922,4.017000198,4.254000187,4.489999771,4.467999935,4.448999882,4.456999779,4.479000092,4.459000111,4.434000015,4.43599987,5.126999855,5.111999989
"Congo, Rep.",COG,20.19099998,19.9810009,20.00200081,19.95800018,19.9810009,19.90299988,19.79999924,19.84700012,20.12199974,19.97500038,19.94300079,20.0189991,20.19000053,20.12199974,20.34000015,20.27400017,20.48500061,20.64800072,20.59199905,20.6439991,20.61199951,22.5170002,22.23500061
Colombia,COL,8.720000267,20.52000046,15.03999996,15.63000011,14.18999958,13.72000027,11.86999989,10.9630003,10.25,10.52000046,11.31999969,10.97999954,10.10999966,9.739999771,9.050000191,8.569999695,8.300000191,8.68999958,8.869999886,9.109999657,9.960000038,15.03999996,13.89999962
Comoros,COM,4.953000069,4.657999992,4.703999996,4.659999847,4.616000175,4.570000172,4.918000221,5.27699995,5.657000065,5.972000122,6.339000225,6.68599987,7.037000179,7.407000065,7.739999771,8.140000343,8.140000343,8.081999779,8.055999756,8.043000221,8.062999725,9.031999588,8.979000092
Cabo Verde,CPV,11.33300018,11.10999966,11.17000008,11.09000015,11.04699993,10.93799973,10.91300011,10.84700012,10.72500038,10.74300003,10.75399971,10.67000008,10.8739996,11.12699986,11.35700035,11.58600044,11.81000042,12.00199986,12.23999977,12.17000008,12.20699978,14.87800026,13.90999985
Costa Rica,CRI,5.179999828,5.079999924,5.920000076,6.329999924,6.559999943,6.389999866,6.570000172,5.739999771,4.489999771,4.78000021,7.710000038,7.170000076,9.520000458,9.109999657,8.220000267,8.5,8.420000076,8.090000153,7.730000019,9.010000229,10.81000042,16.43000031,15.14000034
Caribbean small states,CSS,11.35557536,9.696037286,9.359230303,9.428151174,9.556721981,8.849216814,8.639258037,7.853968098,7.560535222,7.372989933,8.390645126,8.279727488,8.463878374,8.8392104,9.19965921,8.75561829,8.461566088,8.540966104,7.838296807,7.136060084,6.844145222,8.44932438,8.044777541
Cuba,CUB,8.270000458,5.449999809,4.079999924,3.309999943,2.329999924,1.850000024,1.950000048,1.909999967,1.789999962,1.580000043,1.669999957,2.5,3.180000067,3.460000038,3.289999962,2.700000048,2.400000095,2.0,1.700000048,1.700000048,1.200000048,1.399999976,1.47300005
Cyprus,CYP,2.599999905,4.96999979,3.980000019,3.299999952,4.139999866,4.329999924,5.300000191,4.539999962,3.920000076,3.650000095,5.360000134,6.260000229,7.860000134,11.80000019,15.86999989,16.09000015,14.90999985,12.94999981,11.05000019,8.369999886,7.070000172,7.590000153,7.460000038
Czechia,CZE,4.019999981,8.760000229,7.989999771,7.019999981,7.539999962,8.210000038,7.929999828,7.150000095,5.320000172,4.389999866,6.659999847,7.28000021,6.710000038,6.980000019,6.949999809,6.110000134,5.050000191,3.950000048,2.890000105,2.24000001,2.00999999,2.549999952,2.809999943
Germany,DEU,8.159999847,7.920000076,7.769999981,8.479999542,9.779999733,10.72999954,11.17000008,10.25,8.659999847,7.519999981,7.739999771,6.96999979,5.820000172,5.380000114,5.230000019,4.980000019,4.619999886,4.119999886,3.75,3.380000114,3.140000105,3.859999895,3.569999933
Djibouti,DJI,29.4260006,28.6779995,28.52000046,28.35099983,28.21899986,28.09399986,27.94799995,27.76799965,27.61899948,27.45499992,27.40200043,27.19400024,26.97100067,26.87299919,26.7140007,26.51000023,26.33699989,26.1970005,26.05999947,26.14900017,26.31500053,28.04800034,27.95400047
Denmark,DNK,6.989999771,4.480000019,4.159999847,4.269999981,5.400000095,5.199999809,4.829999924,3.900000095,3.799999952,3.680000067,6.409999847,7.75,7.769999981,7.800000191,7.380000114,6.929999828,6.28000021,5.989999771,5.829999924,5.130000114,5.019999981,5.639999866,5.059999943
Dominican Republic,DOM,6.379000187,6.429999828,7.260000229,6.78000021,6.940000057,6.300000191,6.590000153,5.650000095,5.159999847,4.760000229,5.46999979,5.210000038,6.090000153,6.71999979,7.349999905,6.71999979,7.610000134,7.28000021,5.829999924,5.860000134,6.179999828,6.130000114,7.699999809
Algeria,DZA,31.84000015,29.77000046,27.29999924,25.89999962,23.71999931,17.64999962,15.27000046,12.27000046,13.78999996,11.32999992,10.15999985,9.960000038,9.960000038,10.97000027,9.819999695,10.21000004,11.21000004,10.19999981,10.33399963,10.41600037,10.49499989,12.24800014,11.74699974
East Asia & Pacific (excluding high income),EAP,2.994670233,3.409896568,3.839633162,4.15617281,4.405710329,4.39768524,4.475528587,4.370858165,4.349052369,4.43509373,4.419516577,4.156933503,4.108492617,4.04812013,4.048746823,4.044788889,4.120140723,4.036854961,3.916340474,3.810234978,3.895632412,4.365928884,4.081647383
Early-demographic dividend,EAR,6.7514992,7.111727284,7.270218406,7.529547246,7.553962555,7.526281225,7.538747926,7.255183192,7.162570804,7.003938289,7.127063471,6.951012405,6.788832379,6.712281917,6.743094793,6.681897697,6.825928272,6.812671212,6.663106417,6.64095804,6.199363711,8.136801634,7.143627505
East Asia & Pacific,EAS,3.035334148,3.539362778,3.94916987,4.251821612,4.46832653,4.416820045,4.461562361,4.339314814,4.290280848,4.373097031,4.468818782,4.218097957,4.124835343,4.056068552,4.040423819,4.02012306,4.085861515,3.997886877,3.869336527,3.751713732,3.816317463,4.292507482,4.014497805
Europe & Central Asia (excluding high income),ECA,9.060605392,10.90324937,10.20917493,9.696141913,9.543940334,9.234733196,8.617007512,8.108715957,7.322336908,7.313862534,9.043133859,8.415935176,7.75325745,7.149377833,7.175172848,7.403325435,7.532215834,7.555010499,7.341853149,7.028057596,7.212611606,7.672702421,7.24781604
Europe & Central Asia,ECS,9.937364903,9.791396248,9.084302487,9.091622982,9.112588988,9.101905064,8.721310909,8.07787822,7.162042228,7.069153668,8.896202676,8.97606052,8.718873007,8.929686236,9.166392409,8.923007764,8.525311079,8.058561297,7.453345988,6.869257131,6.643393941,7.077274608,6.908175015
Ecuador,ECU,4.631999969,4.800000191,4.25,4.899000168,5.659999847,5.0,3.779999971,3.549999952,3.140000105,3.920000076,4.610000134,4.090000153,3.460000038,3.230000019,3.079999924,3.480000019,3.619999886,4.599999905,3.839999914,3.529999971,3.809999943,6.110000134,4.5
"Egypt, Arab Rep.",EGY,11.03999996,8.979999542,9.260000229,10.01000023,10.90999985,10.31999969,11.04899979,10.48999977,8.800000191,8.517000198,9.086999893,8.755999565,11.84899998,12.59700012,13.15400028,13.10499954,13.05200005,12.44999981,11.7670002,9.854999542,7.850999832,7.93900013,7.400000095
Euro area,EMU,11.43647692,9.427740823,8.348106144,8.611402494,8.95112201,9.236463606,9.016801344,8.31056641,7.434041463,7.479709844,9.533409235,10.06196034,10.09922268,11.27429735,11.90934763,11.58426406,10.82533181,9.99610498,9.033082088,8.156872837,7.522524014,7.844200371,7.704372942
Eritrea,ERI,5.377999783,5.616000175,5.665999889,5.69299984,5.677000046,5.59100008,5.623000145,5.638999939,5.65199995,5.596000195,5.644999981,5.892000198,5.782000065,5.69299984,5.630000114,5.677999973,5.796999931,5.80700016,5.80700016,5.697000027,5.703999996,7.28000021,6.802000046
Spain,ESP,22.68000031,13.78999996,10.35000038,11.14999962,11.27999973,11.09000015,9.149999619,8.449999809,8.229999542,11.25,17.86000061,19.86000061,21.38999939,24.79000092,26.09000015,24.44000053,22.05999947,19.63999939,17.21999931,15.25,14.10000038,15.52999973,14.77999973
Estonia,EST,9.659999847,13.35999966,13.13000011,10.02999973,11.28999996,10.25,8.029999733,5.909999847,4.590000153,5.449999809,13.55000019,16.70999908,12.32999992,10.02000046,8.630000114,7.349999905,6.409999847,6.880000114,5.809999943,5.409999847,4.510000229,6.960000038,6.179999828
Ethiopia,ETH,3.204999924,3.507999897,3.298000097,3.148999929,2.974999905,2.683000088,2.5,2.471999884,2.436000109,2.407999992,2.387000084,2.335999966,2.311000109,2.292000055,2.25,2.411999941,2.572999954,2.734999895,2.895999908,3.058000088,3.219000101,4.125999928,3.930000067
European Union,EUU,11.05993835,9.830654736,9.196404191,9.53856236,9.639374637,9.874627435,9.566711857,8.622361676,7.447038889,7.201691313,9.12136448,9.794718533,9.831281603,10.79788273,11.31736953,10.83641065,10.01804379,9.104986717,8.1230238,7.253803211,6.679809887,7.054818712,7.001453279
Fragile and conflict affected situations,FCS,5.018674512,5.957662808,5.883085536,5.895903551,5.775578916,5.604477072,5.262689856,5.131672351,5.03393493,5.05771621,5.136106487,5.218516949,5.257174122,5.279456739,5.293590733,5.492754624,5.588907262,5.707715723,5.901883831,5.918164861,5.981660907,6.859123914,7.035047973
Finland,FIN,17.0,11.13000011,10.28999996,10.42000008,10.47000027,10.35999966,8.380000114,7.71999979,6.849999905,6.369999886,8.25,8.390000343,7.78000021,7.690000057,8.18999958,8.659999847,9.380000114,8.819999695,8.640000343,7.360000134,6.690000057,7.760000229,7.610000134
Somalia,SOM,19.56599998,19.40099907,19.37400055,19.34000015,19.32299995,19.31200027,19.29500008,19.28700066,19.17399979,19.17499924,19.17399979,19.17399979,19.17300034,19.1609993,19.06599998,19.01000023,18.87700081,18.93099976,18.97500038,18.87000084,18.82799911,19.56699944,19.93099976
Fiji,FJI,4.777999878,4.912000179,4.797999859,4.762000084,4.828999996,4.699999809,3.890000105,3.95600009,4.117000103,4.165999889,4.324999809,4.308000088,4.409999847,4.425000191,4.31799984,4.27699995,4.285999775,4.320000172,4.261000156,4.315000057,4.441999912,4.794000149,4.928999901
France,FRA,11.82999992,10.22000027,8.609999657,8.699999809,8.31000042,8.909999847,8.489999771,8.449999809,7.659999847,7.059999943,8.739999771,8.869999886,8.81000042,9.399999619,9.920000076,10.28999996,10.35000038,10.05000019,9.409999847,9.020000458,8.409999847,8.010000229,7.860000134
Gabon,GAB,17.62000084,17.39100075,17.23399925,17.20400047,17.07600021,17.02799988,16.90999985,17.73699951,18.27199936,19.19000053,19.83399963,20.38999939,20.41799927,20.48900032,20.50699997,20.56500053,20.60099983,20.66799927,20.73200035,20.74699974,20.69499969,21.72599983,21.83600044
United Kingdom,GBR,8.68999958,5.559999943,4.699999809,5.039999962,4.809999943,4.590000153,4.75,5.349999905,5.260000229,5.619999886,7.539999962,7.789999962,8.039999962,7.880000114,7.519999981,6.110000134,5.300000191,4.809999943,4.329999924,4.0,3.74000001,4.472000122,4.826000214
Georgia,GEO,7.599999905,10.81999969,11.15999985,12.59000015,11.51000023,12.61999989,13.81000042,13.56999969,13.27999973,17.87000084,20.70999908,20.20000076,19.62999916,19.64999962,19.42000008,17.44000053,16.51000023,16.60000038,13.93999958,12.67000008,11.56999969,11.72999954,12.20800018
Ghana,GHA,6.451000214,10.46000004,9.491999626,8.519000053,7.540999889,6.573999882,5.609000206,4.639999866,4.864999771,4.974999905,5.243000031,5.380000114,4.22300005,3.224999905,2.170000076,4.494999886,6.809999943,5.105999947,3.369999886,3.428999901,3.463000059,3.773999929,3.91899991
Guinea,GIN,4.527999878,4.590000153,4.572999954,4.550000191,4.65199995,4.659999847,4.677000046,4.739999771,4.659999847,4.738999844,4.870999813,4.782000065,4.795000076,4.815999985,4.882999897,4.915999889,4.941999912,4.833000183,4.870999813,4.977000237,5.019999981,5.945000172,5.820000172
"Gambia, The",GMB,8.218999863,8.470000267,8.534999847,8.777000427,8.661000252,8.730999947,8.986000061,9.029000282,9.038000107,9.055999756,9.130999565,9.230999947,9.607000351,9.420000076,8.592000008,7.785999775,6.81400013,5.959000111,5.038000107,4.130000114,4.179999828,5.096000195,4.980999947
